# DeepWeb Researcher - Complete System Log
# This file captures all backend and frontend activities
# Format: [TIMESTAMP] [SOURCE] [LEVEL] [MESSAGE]

[2025-07-19 15:00:00] [SYSTEM] [INFO] Log file initialized
[2025-07-19 15:00:00] [SYSTEM] [INFO] Backend server starting on port 5001
[2025-07-19 15:00:00] [SYSTEM] [INFO] Frontend running on port 5173 [2025-07-19 15:07:00,581] [BACKEND] [WARNING] python-dotenv could not parse statement starting at line 5
[2025-07-19 16:27:11,784] [BACKEND] [WARNING]  * Debugger is active!
[2025-07-19 16:27:11,790] [BACKEND] [INFO]  * Debugger PIN: 424-838-864
[2025-07-19 16:27:21,570] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:21] "GET /latex/templates HTTP/1.1" 200 -
[2025-07-19 16:27:21,574] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:21] "GET /library/drafts HTTP/1.1" 200 -
[2025-07-19 16:27:21,576] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:21] "GET /latex/templates HTTP/1.1" 200 -
[2025-07-19 16:27:21,580] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:21] "GET /library/drafts HTTP/1.1" 200 -
[2025-07-19 16:27:26,994] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:26] "OPTIONS /research/start HTTP/1.1" 200 -
[2025-07-19 16:27:27,321] [BACKEND] [INFO] Research started - Query: 'api', Style: 2
[2025-07-19 16:27:27,322] [BACKEND] [INFO] Generated research ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:27,323] [BACKEND] [INFO] Research processing started for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:27,323] [BACKEND] [INFO] Research thread started for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:27,323] [BACKEND] [INFO] Starting research for query: 'api' with style: 2
[2025-07-19 16:27:27,325] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:27] "POST /research/start HTTP/1.1" 200 -
[2025-07-19 16:27:27,326] [BACKEND] [INFO] Making Tavily API call for web search
[2025-07-19 16:27:27,588] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:27,589] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:27,591] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:27] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:27,652] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:27,653] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:27,655] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:27] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:28,347] [BACKEND] [ERROR] Tavily API error: 401 - {
    "detail": {
        "error": "Unauthorized: missing or invalid API key."
    }
}

[2025-07-19 16:27:28,349] [BACKEND] [INFO] Making OpenRouter API call with model: mistralai/mistral-7b-instruct
[2025-07-19 16:27:28,477] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:28,486] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:28,487] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:28] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:28,794] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:28,795] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:28,797] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:28] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:28,919] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:28,920] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:28,920] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:28] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:29,647] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:29,648] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:29,650] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:29] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:29,651] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:29,652] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:29,654] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:29] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:29,916] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:29,916] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:29,917] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:29] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:29,926] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:29,926] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:29,928] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:29] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:29,971] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:29,973] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:29,974] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:29] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:30,777] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:30,778] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:30,781] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:30,783] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:30] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:30,784] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:30,785] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:30,787] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:30] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:30,791] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:30,791] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:30,795] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:30,797] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:30] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:30,798] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:30] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,043] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,044] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,046] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:31,047] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:31,049] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:31] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,051] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:31] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,102] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,105] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:31,106] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,107] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:31] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,108] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:31,110] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:31] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,339] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,339] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:31,340] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:31] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,927] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,930] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,932] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:31,938] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:31] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,945] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:31,953] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:31] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,977] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,988] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:31,993] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:31,995] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:31] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:31,996] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:32,003] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:32] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:32,022] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:32,024] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:32,033] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:32,036] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:32] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:32,039] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:32,045] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:32] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:32,295] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:32,296] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:32,297] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:32] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:32,433] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:32,435] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:32,437] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:32] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:33,471] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:33,472] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:33,474] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:33] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:34,818] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:34,819] [BACKEND] [INFO] Research results not found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: processing
[2025-07-19 16:27:34,820] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:34] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:35,459] [BACKEND] [INFO] OpenRouter API call successful
[2025-07-19 16:27:35,460] [BACKEND] [INFO] Research completed for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: partial_success
[2025-07-19 16:27:35,852] [BACKEND] [INFO] Research results requested for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026
[2025-07-19 16:27:35,853] [BACKEND] [INFO] Research results found for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Status: completed
[2025-07-19 16:27:35,853] [BACKEND] [INFO] Returning formatted research results for ID: 18e83af8-fc0d-4819-af9f-c8d169cda026 - Mode: full
[2025-07-19 16:27:35,855] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:35] "GET /research/results/18e83af8-fc0d-4819-af9f-c8d169cda026 HTTP/1.1" 200 -
[2025-07-19 16:27:36,186] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:36] "OPTIONS /library/save-draft HTTP/1.1" 200 -
[2025-07-19 16:27:36,452] [BACKEND] [INFO] Save draft request received - Title: 'Research: api (ID: 18e83af8)'
[2025-07-19 16:27:36,453] [BACKEND] [INFO] Draft saved successfully - ID: 2ce47d38-3978-4a9e-b968-4708f996cf23, Title: 'Research: api (ID: 18e83af8)'
[2025-07-19 16:27:36,455] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:36] "[35m[1mPOST /library/save-draft HTTP/1.1[0m" 201 -
[2025-07-19 16:27:36,499] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:27:36] "GET /library/drafts HTTP/1.1" 200 -
[2025-07-19 16:28:01,379] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:28:01] "GET /latex/templates HTTP/1.1" 200 -
[2025-07-19 16:28:01,696] [BACKEND] [INFO] 127.0.0.1 - - [19/Jul/2025 16:28:01] "GET /latex/templates HTTP/1.1" 200 -
